chrom	length	bases	mean	min	max
1	41732233	1628593294	39.02	0	18918
2	47849963	1515155660	31.66	0	9894
3	50382502	1472244436	29.22	0	12185
4	39677845	1281504265	32.30	0	4534
5	46702114	1495470925	32.02	0	28113
6	36371416	1128697101	31.03	0	11302
7	35460007	1592130575	44.90	0	32053
8	40988899	1155014267	28.18	0	7765
9	56381885	1853157279	32.87	0	6462
ML552055	47661	402606	8.45	0	60
ML552056	46909	674289	14.37	0	100
ML552057	40232	6257404	155.53	0	4354
ML552058	28202	4309429	152.81	0	3163
ML552059	21634	863027	39.89	0	731
total	395731502	13134474557	33.19	0	32053
