chrom	length	bases	mean	min	max
1	41732233	1226402326	29.39	0	24034
2	47849963	1160718385	24.26	0	12274
3	50382502	1170558489	23.23	0	9669
4	39677845	916824667	23.11	0	3917
5	46702114	1139105605	24.39	0	19099
6	36371416	1003497982	27.59	0	7065
7	35460007	1284137742	36.21	0	22006
8	40988899	923153181	22.52	0	16291
9	56381885	1431229475	25.38	0	6779
ML552055	47661	77260	1.62	0	28
ML552056	46909	779037	16.61	0	93
ML552057	40232	5935080	147.52	0	4218
ML552058	28202	4588124	162.69	0	3105
ML552059	21634	761855	35.22	0	954
total	395731502	10267769208	25.95	0	24034
