chrom	length	bases	mean	min	max
1	41732233	1628137913	39.01	0	36299
2	47849963	1659070883	34.67	0	10501
3	50382502	1671209478	33.17	0	15362
4	39677845	1389429451	35.02	0	11489
5	46702114	1702266972	36.45	0	32235
6	36371416	1384315170	38.06	0	47323
7	35460007	1655548135	46.69	0	43514
8	40988899	1398894474	34.13	0	24291
9	56381885	2239964975	39.73	0	11819
ML552055	47661	134288	2.82	0	46
ML552056	46909	1492500	31.82	0	285
ML552057	40232	5436169	135.12	0	2501
ML552058	28202	3845670	136.36	0	3033
ML552059	21634	1141969	52.79	0	1772
total	395731502	14740888047	37.25	0	47323
