chrom	length	bases	mean	min	max
1	41732233	1395418616	33.44	0	27999
2	47849963	1390465321	29.06	0	23341
3	50382502	1442883335	28.64	0	22496
4	39677845	1211660840	30.54	0	27744
5	46702114	1361863317	29.16	0	22567
6	36371416	1152528240	31.69	0	29452
7	35460007	1315098874	37.09	0	23637
8	40988899	1102415600	26.90	0	24651
9	56381885	2217652575	39.33	0	27692
ML552055	47661	49900	1.05	0	26
ML552056	46909	845266	18.02	0	53
ML552057	40232	14108720	350.68	0	20153
ML552058	28202	3222573	114.27	0	2436
ML552059	21634	12214	0.56	0	26
total	395731502	12608225391	31.86	0	29452
