chrom	length	bases	mean	min	max
1	41732233	1286777287	30.83	0	29903
2	47849963	1241124254	25.94	0	21884
3	50382502	1180767952	23.44	0	23244
4	39677845	1050935130	26.49	0	23433
5	46702114	1201797204	25.73	0	23919
6	36371416	966584625	26.58	0	27042
7	35460007	1111092251	31.33	0	24035
8	40988899	966620049	23.58	0	23748
9	56381885	1951414688	34.61	0	24859
ML552055	47661	96256	2.02	0	30
ML552056	46909	1128951	24.07	0	220
ML552057	40232	3668534	91.18	0	1769
ML552058	28202	2501031	88.68	0	1917
ML552059	21634	903345	41.76	0	1323
total	395731502	10965411557	27.71	0	29903
