chrom	length	bases	mean	min	max
1	41732233	1738039297	41.65	0	24028
2	47849963	1501367699	31.38	0	7548
3	50382502	1510323430	29.98	0	11792
4	39677845	1227749011	30.94	0	5927
5	46702114	1527647363	32.71	0	33025
6	36371416	1141970136	31.40	0	8407
7	35460007	1548911741	43.68	0	27211
8	40988899	1181873783	28.83	0	7203
9	56381885	1903272714	33.76	0	8183
ML552055	47661	289483	6.07	0	66
ML552056	46909	906706	19.33	0	117
ML552057	40232	7768228	193.09	0	6213
ML552058	28202	3815861	135.30	0	2489
ML552059	21634	905991	41.88	0	1148
total	395731502	13294841443	33.60	0	33025
