chrom	length	bases	mean	min	max
1	41732233	1722556417	41.28	0	26796
2	47849963	1816521565	37.96	0	7479
3	50382502	1813553959	36.00	0	11435
4	39677845	1494054552	37.65	0	7377
5	46702114	1836307797	39.32	0	24390
6	36371416	1437794117	39.53	0	36605
7	35460007	1817231249	51.25	0	25790
8	40988899	1448447824	35.34	0	19835
9	56381885	2346971643	41.63	0	8347
ML552055	47661	130839	2.75	0	40
ML552056	46909	1754466	37.40	0	378
ML552057	40232	3753172	93.29	0	1745
ML552058	28202	5903032	209.31	0	4191
ML552059	21634	817612	37.79	0	1237
total	395731502	15745798244	39.79	0	36605
